unit,hlth_pb,age,sex,time\geo;EU27 ;BE ;BG ;CZ ;DK ;DE ;EE ;EL ;ES ;FR ;IT ;CY ;LV ;LT ;LU ;HU ;MT ;NL ;AT ;PL ;PT ;RO ;SI ;SK ;FI ;SE ;UK ;EEA ;IS ;NO 
THS,PB2210,Y_GE65,F,2012;2745.0 e;64.3 ;39.4 ;20.9 u;39.6 ;704.5 ;11.0 ;28.5 u;374.6 ;315.0 ;135.0 ;2.4 u;13.2 ;29.9 ;1.5 u;43.3 ;1.4 u;114.0 ;49.2 ;166.2 ;53.6 ;31.0 u;10.1 u;28.1 ;22.7 ;114.5 ;331.0 ;2773.0 e;2.7 ;25.3 u
THS,PB2210,Y_GE65,M,2012;2143.4 e;63.6 ;25.1 ;18.8 u;40.2 ;544.7 ;5.3 ;20.0 u;266.7 ;248.4 ;89.9 ;2.2 u;6.9 ;11.4 ;1.2 u;18.0 ;1.5 u;126.0 ;32.6 ;69.5 ;38.1 ;24.4 u;4.8 u;10.5 ;30.9 ;92.9 ;349.9 ;2164.1 e;1.6 ;19.1 u
THS,PB2210,Y_GE65,T,2012;4888.3 e;127.9 ;64.4 ;39.7 u;79.8 ;1249.2 ;16.3 ;48.5 u;641.3 ;563.4 ;224.8 ;4.7 u;20.1 ;41.3 ;2.7 u;61.3 ;3.0 u;240.0 ;81.8 ;235.7 ;91.7 ;55.3 u;15.0 u;38.6 ;53.5 ;207.5 ;681.0 ;4937.1 e;4.4 ;44.4 u
THS,PB2310,Y15-44,F,2012;5763.9 e;192.5 ;30.0 ;34.6 ;82.9 ;1090.9 ;14.5 ;43.6 ;494.1 ;931.6 ;212.6 ;6.6 u;17.8 ;39.2 ;4.8 u;72.7 ;4.6 ;367.2 ;78.8 ;255.0 ;137.5 ;32.3 u;15.1 ;62.0 ;74.0 ;142.5 ;1326.5 ;5863.6 e;7.6 ;92.1 
THS,PB2310,Y15-44,M,2012;5084.2 e;155.0 ;30.8 ;52.5 ;75.8 ;937.0 ;14.4 ;24.0 ;529.3 ;669.9 ;207.1 ;4.2 u;19.3 ;22.7 ;2.7 u;66.8 ;4.5 ;205.4 ;67.2 ;234.4 ;143.7 ;39.1 u;13.5 ;75.2 ;57.2 ;127.5 ;1304.8 ;5163.2 e;5.0 ;74.0 
THS,PB2310,Y15-44,T,2012;10848.1 e;347.5 ;60.7 ;87.2 ;158.8 ;2027.9 ;28.9 ;67.6 ;1023.4 ;1601.5 ;419.7 ;10.8 u;37.2 ;61.9 ;7.5 u;139.5 ;9.1 ;572.5 ;146.0 ;489.4 ;281.2 ;71.4 u;28.7 ;137.2 ;131.3 ;269.9 ;2631.3 ;11026.8 e;12.6 ;166.1 
THS,PB2310,Y45-64,F,2012;6260.8 e;159.7 ;115.3 ;64.0 ;81.9 ;1150.6 ;17.0 ;56.8 ;558.7 ;726.6 ;227.4 ;11.1 ;31.8 ;61.6 ;5.0 ;151.5 ;4.8 ;268.5 ;101.1 ;461.5 ;177.6 ;162.7 ;27.5 ;171.8 ;98.7 ;95.4 ;1272.1 ;6325.3 e;7.4 ;57.1 
THS,PB2310,Y45-64,M,2012;5233.3 e;126.5 ;90.9 ;46.0 ;70.0 ;916.4 ;13.0 ;32.2 ;576.1 ;644.4 ;237.6 ;12.6 ;20.4 ;36.6 ;4.2 ;110.5 ;4.1 ;190.3 ;125.5 ;403.9 ;132.5 ;181.0 ;21.5 ;110.6 ;81.7 ;65.0 ;979.9 ;5290.2 e;3.0 ;53.9 
THS,PB2310,Y45-64,T,2012;11494.1 e;286.2 ;206.2 ;110.1 ;151.9 ;2067.0 ;30.0 ;89.1 ;1134.8 ;1371.0 ;464.9 ;23.6 ;52.2 ;98.1 ;9.2 ;262.0 ;8.9 ;458.9 ;226.6 ;865.4 ;310.1 ;343.7 ;49.0 ;282.4 ;180.3 ;160.4 ;2252.0 ;11615.5 e;10.4 ;111.0 
THS,PB2310,Y_GE15,F,2012;19074.1 e;445.2 ;280.5 ;242.3 ;243.0 ;3654.3 ;59.4 ;218.5 ;1770.9 ;2320.8 ;1251.8 ;26.7 ;100.6 ;187.2 ;14.8 ;420.9 ;12.6 ;846.5 ;272.1 ;1287.0 ;476.4 ;376.7 ;79.9 ;335.5 ;259.6 ;334.5 ;3556.5 ;19294.2 e;18.8 ;201.3 
THS,PB2310,Y_GE15,M,2012;15843.4 e;384.5 ;220.2 ;190.9 ;218.2 ;2880.5 ;40.1 ;130.6 ;1809.0 ;1930.8 ;1085.4 ;24.4 ;57.1 ;104.9 ;9.2 ;276.0 ;12.4 ;552.8 ;259.8 ;1028.0 ;385.7 ;404.9 ;55.7 ;223.7 ;212.3 ;286.6 ;3059.6 ;16010.8 e;10.6 ;156.8 
THS,PB2310,Y_GE15,T,2012;34917.5 e;829.7 ;500.7 ;433.2 ;461.2 ;6534.8 ;99.5 ;349.1 ;3579.9 ;4251.6 ;2337.2 ;51.1 ;157.8 ;292.0 ;24.1 ;696.9 ;24.9 ;1399.4 ;531.8 ;2315.0 ;862.0 ;781.7 ;135.6 ;559.2 ;471.9 ;621.1 ;6616.1 ;35304.9 e;29.3 ;358.1 
THS,PB2310,Y_GE65,F,2012;7049.4 e;93.0 ;135.3 ;143.6 ;78.2 ;1412.8 ;27.9 ;118.0 ;718.1 ;662.6 ;811.8 ;9.0 ;51.0 ;86.4 ;5.0 ;196.7 ;3.1 ;210.8 ;92.2 ;570.5 ;161.3 ;181.7 ;37.3 ;101.7 ;86.9 ;96.6 ;957.9 ;7105.3 e;3.8 ;52.1 
THS,PB2310,Y_GE65,M,2012;5525.9 e;103.0 ;98.5 ;92.4 ;72.4 ;1027.0 ;12.7 ;74.5 ;703.7 ;616.5 ;640.7 ;7.6 ;17.4 ;45.6 ;2.3 ;98.7 ;3.7 ;157.1 ;67.1 ;389.7 ;109.4 ;184.8 ;20.6 ;37.9 ;73.4 ;94.1 ;774.9 ;5557.3 e;2.5 ;28.9 
THS,PB2310,Y_GE65,T,2012;12575.3 e;196.0 ;233.8 ;235.9 ;150.6 ;2439.8 ;40.6 ;192.5 ;1421.8 ;1279.2 ;1452.5 ;16.6 ;68.4 ;132.0 ;7.3 ;295.4 ;6.9 ;368.0 ;159.3 ;960.2 ;270.8 ;366.5 ;57.9 ;139.6 ;160.3 ;190.7 ;1732.8 ;12662.6 e;6.3 ;81.0 
THS,PB2410,Y15-44,F,2012;4723.7 e;149.4 ;88.5 ;46.9 u;38.2 ;1311.5 ;29.8 ;37.2 ;462.1 ;385.1 ;203.8 ;5.2 u;46.5 ;68.2 ;5.3 ;113.2 ;2.6 ;172.4 ;148.6 ;462.6 ;151.1 ;100.8 ;19.6 ;82.5 ;38.4 ;66.9 ;487.4 ;4757.6 e;5.1 ;28.8 
THS,PB2410,Y15-44,M,2012;4306.5 e;97.1 ;79.7 ;37.0 u;43.5 ;1201.2 ;28.1 ;28.5 ;478.6 ;279.0 ;177.8 ;4.0 u;32.5 ;59.5 ;5.0 ;144.0 ;4.0 ;115.1 ;94.0 ;367.0 ;152.6 ;72.3 ;27.4 ;127.5 ;50.0 ;45.4 ;555.5 ;4361.0 e;4.2 ;50.3 
THS,PB2410,Y15-44,T,2012;9030.2 e;246.5 ;168.2 ;83.8 u;81.7 ;2512.7 ;57.9 ;65.7 ;940.7 ;664.0 ;381.7 ;9.3 u;79.0 ;127.8 ;10.4 ;257.2 ;6.6 ;287.5 ;242.6 ;829.6 ;303.7 ;173.1 ;47.0 ;210.0 ;88.5 ;112.2 ;1042.8 ;9118.6 e;9.4 ;79.1 
THS,PB2410,Y45-64,F,2012;15829.7 e;371.7 ;460.3 ;196.7 ;156.1 ;3054.5 ;73.7 ;283.8 ;1450.5 ;1614.0 ;926.3 ;29.2 ;140.5 ;204.1 ;10.0 ;582.6 ;14.7 ;412.6 ;225.7 ;1834.9 ;434.8 ;757.4 ;81.1 ;428.0 ;218.6 ;178.2 ;1689.7 ;15931.0 e;10.7 ;90.6 
THS,PB2410,Y45-64,M,2012;14722.4 e;321.1 ;414.7 ;197.9 ;143.7 ;3059.3 ;61.2 ;259.5 ;1599.0 ;1479.7 ;780.8 ;39.0 ;79.5 ;139.1 ;13.8 ;479.9 ;13.6 ;433.8 ;205.3 ;1515.1 ;287.4 ;639.8 ;77.1 ;285.1 ;204.7 ;167.9 ;1824.3 ;14859.8 e;10.1 ;127.4 
THS,PB2410,Y45-64,T,2012;30552.1 e;692.8 ;874.9 ;394.5 ;299.8 ;6113.9 ;134.9 ;543.3 ;3049.6 ;3093.7 ;1707.1 ;68.2 ;220.0 ;343.2 ;23.9 ;1062.5 ;28.3 ;846.4 ;431.0 ;3350.0 ;722.3 ;1397.2 ;158.3 ;713.2 ;423.2 ;346.1 ;3514.0 ;30790.9 e;20.8 ;218.0 
THS,PB2410,Y_GE15,F,2012;43854.9 e;874.1 ;1114.8 ;712.7 ;376.8 ;8998.2 ;213.0 ;901.3 ;4482.6 ;4159.0 ;3709.3 ;68.4 ;371.7 ;556.5 ;30.9 ;1413.3 ;34.7 ;1031.0 ;684.9 ;4545.7 ;1066.1 ;1923.2 ;220.0 ;849.5 ;529.4 ;578.4 ;4409.4 ;44162.4 e;25.2 ;282.3 
THS,PB2410,Y_GE15,M,2012;35977.8 e;797.1 ;864.1 ;568.2 ;356.8 ;7694.0 ;125.6 ;760.6 ;3744.3 ;3621.9 ;2917.0 ;71.9 ;182.4 ;322.4 ;29.7 ;1019.1 ;29.9 ;966.2 ;525.3 ;2949.4 ;797.2 ;1510.3 ;171.1 ;549.5 ;468.3 ;535.9 ;4399.6 ;36285.1 e;22.9 ;284.5 
THS,PB2410,Y_GE15,T,2012;79832.7 e;1671.3 ;1978.9 ;1281.0 ;733.6 ;16692.2 ;338.6 ;1661.9 ;8227.0 ;7780.9 ;6626.2 ;140.3 ;554.1 ;878.9 ;60.6 ;2432.4 ;64.5 ;1997.2 ;1210.3 ;7495.1 ;1863.3 ;3433.5 ;391.2 ;1399.0 ;997.7 ;1114.3 ;8809.0 ;80447.6 e;48.1 ;566.7 
THS,PB2410,Y_GE65,F,2012;23301.5 e;353.0 ;566.1 ;469.2 ;182.5 ;4632.1 ;109.5 ;580.3 ;2570.0 ;2160.0 ;2579.1 ;34.0 ;184.7 ;284.1 ;15.5 ;717.5 ;17.4 ;446.1 ;310.7 ;2248.3 ;480.1 ;1065.0 ;119.2 ;339.0 ;272.4 ;333.3 ;2232.3 ;23473.8 e;9.3 ;162.9 
THS,PB2410,Y_GE65,M,2012;16949.0 e;379.0 ;369.7 ;333.4 ;169.6 ;3433.5 ;36.3 ;472.6 ;1666.7 ;1863.2 ;1958.3 ;28.9 ;70.4 ;123.8 ;10.8 ;395.2 ;12.3 ;417.3 ;226.0 ;1067.2 ;357.1 ;798.1 ;66.6 ;136.9 ;213.6 ;322.7 ;2019.8 ;17064.3 e;8.5 ;106.8 
THS,PB2410,Y_GE65,T,2012;40250.5 e;732.0 ;935.8 ;802.7 ;352.1 ;8065.7 ;145.8 ;1052.9 ;4236.7 ;4023.2 ;4537.4 ;62.9 ;255.1 ;407.9 ;26.3 ;1112.6 ;29.7 ;863.4 ;536.7 ;3315.5 ;837.2 ;1863.2 ;185.8 ;475.8 ;486.0 ;656.0 ;4252.1 ;40538.1 e;17.9 ;269.7 
THS,PB2420,Y15-44,F,2012;6587.6 e;298.6 ;82.3 ;33.7 u;105.9 ;1095.5 ;24.0 ;67.0 ;983.5 ;963.3 ;270.0 ;7.9 u;48.2 ;77.5 ;11.6 ;96.6 ;3.1 u;253.3 ;111.0 ;463.4 ;147.7 ;99.0 ;28.7 ;111.0 ;56.4 ;202.3 ;946.1 ;6704.2 e;9.8 ;106.8 
THS,PB2420,Y15-44,M,2012;4643.3 e;152.4 ;77.0 ;24.8 u;63.4 ;754.1 ;17.4 ;34.1 ;767.8 ;580.9 ;274.9 ;4.0 u;37.6 ;53.3 ;3.9 ;81.4 ;1.8 u;153.0 ;51.0 ;304.4 ;88.1 ;95.3 ;26.6 ;119.3 ;36.1 ;116.3 ;724.5 ;4705.8 e;6.5 ;56.0 
THS,PB2420,Y15-44,T,2012;11230.9 e;451.0 ;159.3 ;58.6 u;169.3 ;1849.5 ;41.3 ;101.1 ;1751.3 ;1544.2 ;544.9 ;12.0 u;85.8 ;130.7 ;15.5 ;178.0 ;4.8 u;406.4 ;162.0 ;767.8 ;235.8 ;194.3 ;55.3 ;230.3 ;92.5 ;318.6 ;1670.6 ;11410.0 e;16.3 ;162.8 
THS,PB2420,Y45-64,F,2012;8572.1 e;284.7 ;217.3 ;57.0 ;82.0 ;1082.6 ;40.0 ;97.3 ;1099.3 ;1159.7 ;408.2 ;17.1 ;70.1 ;117.9 ;7.1 ;182.6 ;5.4 ;258.2 ;92.4 ;956.3 ;305.8 ;408.3 ;47.0 ;250.5 ;74.0 ;168.3 ;1083.0 ;8657.8 e;8.3 ;77.4 
THS,PB2420,Y45-64,M,2012;6712.9 e;175.9 ;164.7 ;60.5 ;65.0 ;771.0 ;25.9 ;67.4 ;909.0 ;1015.4 ;426.0 ;13.4 ;44.6 ;66.9 ;4.6 ;131.7 ;3.3 ;133.4 ;62.9 ;765.2 ;212.3 ;413.8 ;28.6 ;134.6 ;50.7 ;84.4 ;881.5 ;6777.7 e;3.7 ;61.1 
THS,PB2420,Y45-64,T,2012;15285.1 e;460.6 ;382.0 ;117.5 ;146.9 ;1853.6 ;65.9 ;164.7 ;2008.3 ;2175.2 ;834.2 ;30.5 ;114.7 ;184.8 ;11.7 ;314.3 ;8.7 ;391.6 ;155.3 ;1721.6 ;518.2 ;822.1 ;75.6 ;385.1 ;124.7 ;252.8 ;1964.5 ;15435.5 e;12.0 ;138.5 
THS,PB2420,Y_GE15,F,2012;23948.2 e;755.0 ;512.6 ;175.2 ;261.2 ;3614.6 ;117.1 ;291.2 ;3313.6 ;3146.1 ;1449.0 ;36.5 ;198.6 ;337.4 ;25.8 ;498.1 ;12.5 ;643.6 ;270.3 ;2435.8 ;648.1 ;942.2 ;118.2 ;518.4 ;201.3 ;522.5 ;2903.4 ;24216.7 e;22.6 ;246.0 
THS,PB2420,Y_GE15,M,2012;16274.7 e;481.9 ;374.7 ;162.1 ;172.1 ;2130.7 ;55.2 ;199.3 ;2326.5 ;2158.3 ;1214.3 ;26.1 ;109.8 ;168.0 ;11.9 ;297.9 ;8.1 ;381.7 ;157.9 ;1517.8 ;440.5 ;871.4 ;79.7 ;302.6 ;124.1 ;288.8 ;2213.3 ;16435.3 e;12.1 ;148.5 
THS,PB2420,Y_GE15,T,2012;40222.9 e;1236.9 ;887.3 ;337.3 ;433.3 ;5745.3 ;172.4 ;490.5 ;5640.1 ;5304.4 ;2663.3 ;62.5 ;308.4 ;505.5 ;37.7 ;796.0 ;20.6 ;1025.3 ;428.2 ;3953.6 ;1088.6 ;1813.6 ;197.9 ;821.0 ;325.4 ;811.3 ;5116.7 ;40652.1 e;34.6 ;394.5 
THS,PB2420,Y_GE65,F,2012;8788.5 e;171.7 ;213.0 ;84.5 ;73.3 ;1436.4 ;53.2 ;126.9 ;1230.8 ;1023.1 ;770.7 ;11.4 ;80.3 ;142.1 ;7.1 ;218.9 ;3.9 ;132.0 ;66.9 ;1016.0 ;194.6 ;434.9 ;42.5 ;156.9 ;70.9 ;151.9 ;874.4 ;8854.7 e;4.4 ;61.8 
THS,PB2420,Y_GE65,M,2012;4918.5 e;153.6 ;132.9 ;76.8 ;43.7 ;605.7 ;11.9 ;97.8 ;649.7 ;561.9 ;513.4 ;8.6 ;27.5 ;47.9 ;3.4 ;84.8 ;3.1 ;95.3 ;44.0 ;448.2 ;140.1 ;362.3 ;24.5 ;48.7 ;37.3 ;88.1 ;607.3 ;4951.9 e;1.9 ;31.4 
THS,PB2420,Y_GE65,T,2012;13707.0 e;325.3 ;346.0 ;161.3 ;117.0 ;2042.1 ;65.1 ;224.7 ;1880.5 ;1585.0 ;1284.2 ;20.0 ;107.9 ;190.0 ;10.5 ;303.7 ;7.0 ;227.3 ;110.9 ;1464.2 ;334.6 ;797.2 ;67.0 ;205.6 ;108.2 ;240.0 ;1481.6 ;13806.5 e;6.4 ;93.2 
THS,PB2430,Y15-44,F,2012;1115.5 e;20.9 u;8.5 u;23.9 u;16.8 u;226.7 ;: u;14.6 u;135.3 ;110.8 ;65.9 u;: u;3.3 ;3.7 u;: u;25.7 u;1.4 u;48.5 u;: u;99.7 ;30.8 u;26.1 u;6.7 u;8.2 u;13.2 u;18.5 u;188.8 ;1124.7 e;1.5 u;: u
THS,PB2430,Y15-44,M,2012;1368.6 e;29.9 u;18.7 u;25.5 u;17.2 u;334.6 ;: u;6.9 u;120.9 ;164.3 ;77.5 u;: u;3.2 ;3.9 u;: u;20.7 u;1.1 u;66.0 u;: u;88.8 ;8.5 u;28.5 u;3.3 u;11.9 u;12.8 u;35.2 u;265.2 ;1381.3 e;1.1 u;: u
THS,PB2430,Y15-44,T,2012;2484.1 e;50.9 u;27.2 u;49.4 u;34.0 u;561.4 ;: u;21.5 u;256.2 ;275.2 ;143.4 u;: u;6.5 ;7.6 u;: u;46.3 u;2.5 u;114.5 u;: u;188.5 ;39.4 u;54.6 u;10.1 u;20.1 u;26.1 u;53.7 u;454.0 ;2505.9 e;2.6 u;: u
THS,PB2430,Y45-64,F,2012;4514.6 e;92.8 ;87.2 ;121.6 ;41.1 ;876.1 ;14.8 ;98.6 ;379.7 ;562.5 ;354.1 ;10.9 ;19.7 ;23.9 ;2.4 ;133.9 ;4.7 ;128.6 ;31.2 ;401.9 ;149.4 ;205.6 ;21.6 ;89.3 ;63.0 ;49.3 ;550.8 ;4538.1 e;2.1 ;21.4 
THS,PB2430,Y45-64,M,2012;5129.2 e;84.0 ;91.0 ;109.4 ;51.4 ;1068.1 ;11.8 ;91.7 ;554.5 ;717.6 ;302.1 ;14.4 ;10.9 ;21.8 ;3.6 ;141.6 ;5.7 ;156.3 ;79.7 ;389.6 ;152.3 ;151.7 ;25.5 ;86.5 ;75.0 ;41.9 ;691.0 ;5174.8 e;3.1 ;42.5 
THS,PB2430,Y45-64,T,2012;9643.8 e;176.8 ;178.3 ;230.9 ;92.5 ;1944.2 ;26.6 ;190.4 ;934.2 ;1280.2 ;656.2 ;25.2 ;30.6 ;45.8 ;6.0 ;275.4 ;10.3 ;284.9 ;110.8 ;791.5 ;301.7 ;357.3 ;47.1 ;175.7 ;138.0 ;91.1 ;1241.8 ;9712.9 e;5.3 ;63.9 
THS,PB2430,Y_GE15,F,2012;13886.7 e;236.4 ;220.6 ;441.0 ;107.7 ;2846.0 ;42.5 ;353.3 ;1349.2 ;1282.0 ;1787.0 ;25.8 ;56.5 ;74.5 ;7.5 ;355.4 ;14.5 ;337.1 ;118.7 ;1286.1 ;368.0 ;466.1 ;67.2 ;199.0 ;146.3 ;178.2 ;1520.2 ;13960.4 e;5.5 ;68.2 
THS,PB2430,Y_GE15,M,2012;13471.8 e;255.3 ;188.6 ;342.1 ;128.9 ;2934.3 ;21.1 ;279.0 ;1386.9 ;1663.9 ;1385.0 ;28.6 ;29.6 ;47.0 ;10.0 ;275.8 ;14.8 ;406.9 ;170.3 ;792.0 ;350.8 ;359.6 ;50.4 ;143.2 ;171.5 ;181.8 ;1854.5 ;13567.2 e;6.1 ;89.2 
THS,PB2430,Y_GE15,T,2012;27358.5 e;491.7 ;409.2 ;783.0 ;236.6 ;5780.2 ;63.6 ;632.3 ;2736.1 ;2945.9 ;3172.0 ;54.4 ;86.1 ;121.5 ;17.5 ;631.1 ;29.3 ;744.0 ;289.1 ;2078.1 ;718.8 ;825.7 ;117.6 ;342.2 ;317.8 ;360.0 ;3374.8 ;27527.6 e;11.6 ;157.4 
THS,PB2430,Y_GE65,F,2012;8256.7 e;122.7 ;124.9 ;295.5 ;49.8 ;1743.1 ;25.6 ;240.1 ;834.2 ;608.6 ;1367.0 ;13.6 ;33.6 ;46.8 ;4.0 ;195.8 ;8.4 ;160.0 ;74.8 ;784.5 ;187.7 ;234.4 ;38.9 ;101.6 ;70.0 ;110.5 ;780.6 ;8297.7 e;1.8 u;39.2 
THS,PB2430,Y_GE65,M,2012;6974.0 e;141.4 ;78.8 ;207.2 ;60.3 ;1531.5 ;8.2 ;180.4 ;711.5 ;782.0 ;1005.3 ;12.0 ;15.5 ;21.3 ;4.3 ;113.5 ;8.1 ;184.5 ;72.3 ;313.6 ;190.0 ;179.4 ;21.6 ;44.8 ;83.7 ;104.7 ;898.3 ;7011.1 e;1.9 u;35.2 
THS,PB2430,Y_GE65,T,2012;15230.7 e;264.1 ;203.8 ;502.7 ;110.2 ;3274.6 ;33.8 ;420.4 ;1545.7 ;1390.5 ;2372.4 ;25.5 ;49.1 ;68.1 ;8.2 ;309.3 ;16.5 ;344.6 ;147.1 ;1098.1 ;377.7 ;413.8 ;60.5 ;146.3 ;153.7 ;215.2 ;1678.9 ;15308.8 e;3.7 u;74.4 
THS,PB2440,Y15-44,F,2012;16337.3 e;491.9 ;77.4 ;191.3 ;275.3 ;3688.2 ;59.7 ;98.5 ;2156.2 ;2514.3 ;752.7 ;13.1 ;46.1 ;81.9 ;23.6 ;278.5 ;8.9 ;712.4 ;297.5 ;728.6 ;338.8 ;35.9 u;45.6 ;172.3 ;347.7 ;450.8 ;2450.0 ;16617.1 e;17.2 ;262.7 
THS,PB2440,Y15-44,M,2012;13939.1 e;396.9 ;68.0 ;176.0 ;261.2 ;2937.7 ;46.5 ;62.2 ;2045.9 ;1880.6 ;790.3 ;4.8 ;30.9 ;55.7 ;21.7 ;224.8 ;7.8 ;563.9 ;252.0 ;695.5 ;250.6 ;44.0 u;43.2 ;258.9 ;307.6 ;487.8 ;2024.6 ;14236.9 e;17.4 ;280.3 
THS,PB2440,Y15-44,T,2012;30276.4 e;888.8 ;145.4 ;367.4 ;536.5 ;6625.9 ;106.2 ;160.7 ;4202.1 ;4394.9 ;1543.0 ;17.9 ;77.0 ;137.7 ;45.4 ;503.3 ;16.6 ;1276.3 ;549.5 ;1424.1 ;589.4 ;79.8 u;88.8 ;431.2 ;655.3 ;938.5 ;4474.6 ;30854.0 e;34.6 ;542.9 
THS,PB2440,Y45-64,F,2012;11714.6 e;341.9 ;108.6 ;94.5 ;196.6 ;2768.6 ;35.9 ;100.0 ;1325.0 ;1752.5 ;493.5 ;18.1 ;40.1 ;56.9 ;14.2 ;201.6 ;7.5 ;378.6 ;197.0 ;566.0 ;257.0 ;109.5 ;34.2 ;219.2 ;218.3 ;301.7 ;1877.7 ;11870.7 e;11.3 ;144.9 
THS,PB2440,Y45-64,M,2012;7265.4 e;144.4 ;72.0 ;56.6 ;146.5 ;1704.3 ;16.1 ;36.9 ;926.1 ;1026.3 ;376.0 ;11.2 ;15.1 ;25.4 ;9.9 ;135.5 ;4.0 ;229.9 ;95.5 ;327.5 ;148.3 ;71.6 ;21.7 ;127.8 ;175.5 ;205.5 ;1155.8 ;7381.9 e;5.8 ;110.7 
THS,PB2440,Y45-64,T,2012;18980.0 e;486.3 ;180.6 ;151.0 ;343.0 ;4472.9 ;51.9 ;137.0 ;2251.1 ;2778.8 ;869.5 ;29.3 ;55.2 ;82.3 ;24.1 ;337.1 ;11.5 ;608.5 ;292.5 ;893.5 ;405.3 ;181.1 ;55.9 ;347.0 ;393.8 ;507.3 ;3033.5 ;19252.7 e;17.1 ;255.6 
THS,PB2440,Y_GE15,F,2012;35722.0 e;993.4 ;318.0 ;323.0 ;585.5 ;8373.4 ;122.7 ;297.1 ;4396.4 ;5506.6 ;1583.5 ;39.5 ;126.6 ;208.1 ;45.3 ;621.2 ;20.0 ;1283.4 ;600.9 ;1713.6 ;749.6 ;260.4 ;101.6 ;502.0 ;681.6 ;946.1 ;5322.7 ;36249.0 e;32.7 ;494.3 
THS,PB2440,Y_GE15,M,2012;24710.3 e;641.1 ;187.5 ;265.5 ;464.8 ;5312.7 ;68.2 ;129.1 ;3393.2 ;3544.2 ;1368.1 ;20.4 ;55.9 ;106.5 ;34.3 ;418.7 ;13.4 ;887.6 ;405.0 ;1204.7 ;492.0 ;178.1 ;76.2 ;410.6 ;538.1 ;799.3 ;3695.3 ;25164.9 e;25.5 ;429.1 
THS,PB2440,Y_GE15,T,2012;60432.3 e;1634.5 ;505.5 ;588.5 ;1050.2 ;13686.2 ;190.9 ;426.2 ;7789.7 ;9050.8 ;2951.6 ;59.9 ;182.5 ;314.5 ;79.6 ;1039.8 ;33.4 ;2171.1 ;1005.9 ;2918.3 ;1241.6 ;438.5 ;177.8 ;912.5 ;1219.6 ;1745.4 ;9018.0 ;61414.0 e;58.3 ;923.4 
THS,PB2440,Y_GE65,F,2012;7670.1 e;159.6 ;132.0 ;37.2 ;113.6 ;1916.6 ;27.1 ;98.5 ;915.2 ;1239.7 ;337.2 ;8.3 ;40.4 ;69.2 ;7.4 ;141.1 ;3.7 ;192.4 ;106.4 ;418.9 ;153.7 ;115.0 ;21.8 ;110.5 ;115.6 ;193.6 ;995.1 ;7761.2 e;4.3 ;86.7 
THS,PB2440,Y_GE65,M,2012;3505.7 e;99.7 ;47.6 ;32.9 ;57.1 ;670.7 ;5.6 ;30.0 ;421.3 ;637.4 ;201.9 ;4.3 ;9.9 ;25.3 ;2.7 ;58.3 ;1.6 ;93.8 ;57.5 ;181.7 ;93.1 ;62.5 ;11.2 ;23.8 ;55.0 ;106.1 ;514.9 ;3546.1 e;2.3 ;38.1 
THS,PB2440,Y_GE65,T,2012;11175.8 e;259.4 ;179.6 ;70.1 ;170.7 ;2587.3 ;32.8 ;128.5 ;1336.5 ;1877.1 ;539.1 ;12.7 ;50.3 ;94.5 ;10.2 ;199.4 ;5.2 ;286.3 ;163.8 ;600.7 ;246.8 ;177.5 ;33.1 ;134.3 ;170.5 ;299.6 ;1510.0 ;11307.3 e;6.6 ;124.9 
THS,PB2510,Y15-44,F,2012;793.9 e;21.5 u;9.4 u;: u;: u;160.5 u;: u;: u;62.8 u;130.8 ;: u;: u;3.0 ;6.7 u;: u;: u;: u;46.4 u;: u;82.1 ;14.8 u;21.5 u;: u;9.2 u;: u;: u;128.4 ;803.7 e;1.5 u;: u
THS,PB2510,Y15-44,M,2012;763.2 e;20.6 u;14.1 u;: u;: u;174.1 u;: u;0;42.5 u;71.2 ;: u;: u;4.0 ;7.3 u;: u;: u;: u;28.4 u;: u;103.7 ;15.7 u;26.4 u;: u;15.7 u;: u;: u;141.1 ;770.3 e;0.8 u;: u
THS,PB2510,Y15-44,T,2012;1557.1 e;42.1 u;23.4 u;: u;: u;334.6 u;: u;: u;105.3 u;201.9 ;: u;: u;7.1 ;14.0 u;: u;: u;: u;74.8 u;: u;185.8 ;30.5 u;47.9 u;: u;24.9 u;: u;: u;269.5 ;1573.9 e;2.2 u;: u
THS,PB2510,Y45-64,F,2012;565.3 e;16.9 u;: u;: u;6.4 u;79.0 ;: u;: u;48.5 u;93.8 ;: u;: u;2.1 ;3.0 u;: u;12.1 u;: u;24.7 u;: u;55.9 u;17.5 u;18.2 u;: u;6.8 u;: u;: u;98.4 ;569.5 e;1.3 u;: u
THS,PB2510,Y45-64,M,2012;582.5 e;18.7 u;: u;: u;9.9 u;108.5 ;: u;: u;28.5 u;104.6 ;0;: u;6.1 ;9.3 u;: u;13.2 u;: u;27.0 u;: u;80.8 u;13.5 u;21.3 u;: u;17.1 u;: u;: u;82.2 ;586.6 e;0.9 u;: u
THS,PB2510,Y45-64,T,2012;1147.9 e;35.6 u;: u;: u;16.4 u;187.4 ;: u;: u;77.0 u;198.5 ;: u;: u;8.3 ;12.3 u;: u;25.3 u;: u;51.7 u;: u;136.8 u;31.1 u;39.5 u;: u;23.8 u;: u;: u;180.6 ;1156.2 e;2.2 u;: u
